palabra,frecuencia
יהוה,8613
yahweh,4919
elohim,2988
yisrael,2895
ustedes,2834
si,2661
melej,2526
hijo,2108
tierra,2031
asi,1994
entonces,1948
יהושע,1929
dijo,1872
hijos,1827
nombre,1580
habia,1579
hombre,1550
pueblo,1545
asher,1501
dia,1423
mas,1376
casa,1353
dawid,1338
diciendo,1325
sera,1318
hablo,1294
delante,1237
hombres,1225
tambien,1204
moshe,1178
et,1106
todas,1056
dice,1032
yahudah,1000
toda,961
אלהא,955
ahora,931
cosas,929
alli,910
vayomer,869
m,857
estan,853
dos,850
yahrushalayim,847
yahshua,843
restauracion,826
abba,825
despues,824
edicion,819
escrituras,819
erdadero,818
ser,811
lugar,803
vino,795
hizo,788
aun,778
h,764
hamashiyach,762
lev,759
ciudad,755
bayit,747
mitzrayim,739
mano,730
kadosh,726
hecho,724
aquellos,712
aqui,682
המשׁיח,677
ruach,665
dias,664
shamayim,655
tiempo,652
shaul,649
mismo,640
palabra,640
t,636
ofrenda,631
mujer,626
sino,617
usted,606
r,606
torah,600
seran,597
oh,595
pues,585
sido,582
hacia,580
manos,554
chayim,552
cada,547
shema,547
beneyyisrael,537
aretz,533
hermanos,530
tzevaot,518
hacer,518
kohen,516
mientras,516
beney,515
ojos,514
palabras,514
lemor,506
yaakov,504
años,502
c,501
gran,495
p,488
bien,485
naciones,482
habian,478
leyahweh,478
dio,478
oro,474
brit,467
u,465
solo,461
fuego,461
mil,457
junto,456
as,451
shalom,451
puede,450
camino,438
amar,436
dijeron,435
medio,435
hermano,433
aharon,429
maryah,429
aquel,428
pecado,427
tres,417
dahm,414
poder,413
adoni,413
respondio,409
ciudades,403
ra,400
mar,398
agua,396
muerte,392
nadie,391
velo,390
padres,389
kohanim,387
gente,386
tan,386
año,385
i,383
siete,383
vez,382
tomo,379
causa,375
espada,369
mizbeach,368
olam,367
ira,362
shlomo,359
luz,347
ue,345
da,345
carne,342
do,340
voz,338
dado,337
favor,337
tenia,336
puesto,334
malchut,333
alrededor,332
plata,331
elohey,327
cabeza,326
tov,326
ve,325
noche,324
haze,322
lado,320
on,319
rachamim,318
puerta,318
dicho,317
nunca,316
hu,315
ani,314
qu,310
kol,309
lifney,304
hace,302
ofrendas,300
elay,299
siempre,298
ningun,298
את,297
q,297
eloheycha,294
yahoshua,294
midbar,292
ko,291
puso,291
im,290
avraham,290
vio,289
enemigos,289
melechim,288
hara,286
acuerdo,285
parte,284
boca,284
pharoh,284
zera,281
bavel,281
ata,280
propia,279
an,279
justicia,279
hija,278
mujeres,275
cuales,275
plishtim,274
siervo,273
hicieron,272
ir,272
davar,267
envio,267
vayehi,266
emunah,264
pies,262
campo,260
tribu,259
ish,258
temor,254
co,254
hare,253
luna,252
hoy,252
kaasher,251
yisraelitas,251
dentro,251
leviim,251
digo,250
lachem,249
simcha,249
persona,248
to,247
mañana,247
mal,246
cuanto,246
barchu,245
contigo,244
navi,244
cualquiera,243
levanto,243
cinco,241
salio,241
alma,240
yahudim,238
cosa,237
talmidim,234
cerca,233
monte,233
cuerpo,233
ben,232
grano,230
rostro,230
tifereth,229
shomer,229
diez,229
vinieron,226
pecados,225
leolamvaed,225
presencia,225
eema,224
ver,223
hijas,223
hazeh,222
muertos,222
malach,221
arca,221
mira,221
amo,219
lahem,219
visto,218
obras,218
hakadosh,215
bajo,215
moed,214
sirvientes,214
guerra,213
ninguna,213
ejercito,212
emet,211
llamo,210
elav,210
va,209
ad,209
herencia,208
conmigo,208
ordeno,208
mitzvot,208
otam,207
trabajo,207
ovejas,206
cuatro,206
acerca,206
rio,206
tzadik,205
justo,205
cualquier,205
regreso,205
schmuel,205
moav,202
testimonio,201
dioses,201
haarets,201
aceite,201
oido,201
puertas,200
tzion,200
nuevo,200
codos,197
pueblos,194
yirmeyahu,194
debajo,193
yarden,193
comer,193
piedra,192
mismos,192
hayom,192
eloheynu,191
verdad,189
veet,189
conforme,189
neumyahweh,189
ma,189
li,189
vi,189
di,187
pueden,187
po,187
er,186
lejos,186
od,186
llamado,186
salieron,185
luego,185
iniquidad,185
embargo,184
mishkan,184
veata,183
goyim,183
estara,182
principes,182
etyahweh,182
decir,181
efrayim,181
pan,180
grande,179
sol,179
venido,178
re,178
asa,177
primer,177
ba,176
ido,176
toma,176
tal,175
propio,175
lecha,174
engendro,174
ar,174
viene,174
misma,174
pie,173
fin,173
oto,172
ashshur,172
yahanan,172
yoseph,172
siendo,170
haciendo,170
etchem,170
ordenado,169
alguien,169
kepha,169
vehaya,169
hacen,169
sham,169
segun,168
forma,168
benyamin,168
hagan,167
campamento,166
manera,166
kadoshim,166
montañas,166
afliccion,165
hamikdash,165
pueda,164
fruto,164
veyahweh,164
murio,163
dare,163
doce,163
frente,163
señor,162
hamelech,162
ara,162
or,162
escrito,161
trajo,161
mejor,160
lechem,160
jefes,160
b,159
aram,159
lugares,159
derecha,159
ta,158
pregunto,158
aleyhem,158
venga,158
ambos,158
sabiduria,157
echad,157
yoav,157
campos,156
pa,156
hablado,156
eytz,155
par,154
habra,154
neum,154
norte,153
nacion,153
mishpat,153
veinte,153
haga,153
casas,153
chesed,153
eloheychem,153
muerto,151
lleno,151
haam,149
amein,149
pobre,149
valle,149
fuerte,149
hizkiyahu,148
alto,148
seis,148
fuerza,148
us,147
tras,147
dar,147
ademas,146
grandes,146
vendra,146
na,146
mayim,145
comida,145
yom,145
territorio,144
ca,144
hahu,144
quemada,144
tzedakah,144
yah,143
cuarenta,143
caminos,143
cincuenta,143
ello,143
primero,143
dije,142
perverso,142
adon,142
siervos,142
suceder,141
habla,141
entrada,141
halacha,141
bueno,140
hablar,140
muchas,140
eved,140
comenzo,140
treinta,140
kavod,140
animales,140
shabbat,139
hine,139
menasheh,139
ven,139
dan,139
hazot,139
llego,138
est,138
amor,138
mishpachot,138
baruch,138
vive,138
bronce,138
mando,137
piedras,136
avi,136
zechanim,135
hashamayim,135
ninguno,135
aunque,135
elyahweh,134
profetas,134
dicen,134
yitzchak,134
sur,134
vayedavar,132
beber,132
vieron,132
hagadol,132
koamar,131
hi,131
juicio,131
completamente,131
furia,131
trajeron,131
haran,130
lachen,130
ahvot,129
orden,129
referente,129
entro,129
incienso,129
vaya,129
niño,129
alla,128
tomaron,127
vayan,127
ot,127
habitantes,127
seras,126
ahdahm,126
veces,126
dara,126
cierto,126
sabio,126
tefillah,126
alguno,126
dando,125
hakohen,125
anochi,124
edom,124
avadim,124
amon,124
bayom,124
shomron,123
debe,123
multitud,123
jefe,123
lemaan,123
hodu,123
resto,122
idolos,122
am,122
ahava,122
ro,122
so,121
eliyahu,120
aguas,120
k,119
estaran,119
traves,119
beracha,119
vista,119
yahonatan,119
ganado,119
quemadas,119
